# You can find the dataset in the paper titled "NSGAN: A Non-dominated Sorting Optimization-based Generative Adversarial Design Framework for Alloy Discovery." And for your convenience in reviewing, we have pasted the entire contents of the dataset below.
 \,Processing,Ag,Al,B,Be,Bi,Cd,Co,Cr,Cu,Er,Eu,Fe,Ga,Li,Mg,Mn,Ni,Pb,Sc,Si,Sn,Ti,V,Zn,Zr,Elongation (%),Tensile Strength (MPa),Yield Strength (MPa),class
464,Solutionised  + Artificially peak aged,0,0.9297,0,0,0,0,0,0,0.063,0,0,0.0014,0,0,0,0.0025,0,0,0,0.0008,0,0.0007,0.0006,0,0.0013,11.8,442,334,2
465,Solutionised  + Artificially peak aged,0,0.9297,0,0,0,0,0,0,0.063,0,0,0.0014,0,0,0,0.0025,0,0,0,0.0008,0,0.0007,0.0006,0,0.0013,13.1,449,343,2
466,Naturally aged,0,0.85462,0,0,0,0,0,0.00087,0.0294,0,0,0.0077,0,0,0.0022,0.002,0.00072,0,0,0.09055,0,0,0,0.01194,0,5.8,323,145,8
467,Naturally aged,0,0.85369,0,0,0,0,0,0.00119,0.0295,0,0,0.0074,0,0,0.0023,0.002,0.00073,0,0,0.0912,0,0,0,0.01199,0,5.95,323,145,8
468,Naturally aged,0,0.85359,0,0,0,0,0,0.00153,0.0296,0,0,0.0074,0,0,0.0023,0.0021,0.00097,0,0,0.0905,0,0,0,0.01201,0,4.6,310,149,8
469,Naturally aged,0,0.8527,0,0,0,0,0,0.00057,0.02996,0,0,0.0078,0,0,0.0022,0.0018,0.00074,0,0,0.0921,0,0,0,0.01213,0,6.1,325,140,8
470,Naturally aged,0,0.98075,0,0,0,0,0,0.001,0.001,0,0,0.0035,0,0,0.00675,0.001,0,0,0,0.004,0,0.001,0,0.001,0,18,160,,8
471,Solutionised + Artificially over aged,0,0.9055,0,0,0,0,0,0,0.012,0,0,0.0035,0,0,0.021,0.0012,0,0,0,0.0058,0,0,0,0.051,0,8.5,508,434,4
472,Solutionised + Artificially over aged,0,0.9055,0,0,0,0,0,0,0.012,0,0,0.0035,0,0,0.021,0.0012,0,0,0,0.0058,0,0,0,0.051,0,8.6,511,442,4
473,Solutionised + Artificially over aged,0,0.9055,0,0,0,0,0,0,0.012,0,0,0.0035,0,0,0.021,0.0012,0,0,0,0.0058,0,0,0,0.051,0,9.3,512,444,4
474,Solutionised + Artificially over aged,0,0.9055,0,0,0,0,0,0,0.012,0,0,0.0035,0,0,0.021,0.0012,0,0,0,0.0058,0,0,0,0.051,0,9.9,503,436,4
475,Solutionised + Artificially over aged,0,0.9055,0,0,0,0,0,0,0.012,0,0,0.0035,0,0,0.021,0.0012,0,0,0,0.0058,0,0,0,0.051,0,10,492,426,4
476,Solutionised + Artificially over aged,0,0.9055,0,0,0,0,0,0,0.012,0,0,0.0035,0,0,0.021,0.0012,0,0,0,0.0058,0,0,0,0.051,0,10.9,506,429,4
477,Solutionised + Cold Worked + Naturally aged,0,0.9505,0,0,0,0,0,0,0.026,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0.0015,5.5,450,375,8
478,Solutionised + Cold Worked + Naturally aged,0,0.945,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,380,295,8
479,Solutionised + Cold Worked + Naturally aged,0,0.94,0,0,0,0,0,0,0.045,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,16,550,360,8
480,Solutionised + Cold Worked + Naturally aged,0,0.93784406,0,0,0,0,0,0,0.041036933,0,0,0.00060054,0,0,0.014012611,0.004504054,0,0,0,0.00050045,0,0.00050045,0,0.001000901,0,13.5,408,301,8
481,Solutionised + Cold Worked + Naturally aged,0,0.935327365,0,0,0,0,0,0.000250088,0.04251488,0,0,0.00060021,0,0,0.014004902,0.005752013,0,0,0,0.000300105,0,0.000500175,0,0.000750263,0,16.2,428.5,296.5,8
482,Solutionised + Cold Worked + Naturally aged,0,0.935,0,0,0.005,0,0,0,0.055,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,15,379.211635,296.474551,8
483,Solutionised + Cold Worked + Naturally aged,0,0.935,0,0,0,0,0,0,0.044,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,18,485,345,8
484,Solutionised + Cold Worked + Naturally aged,0,0.934,0,0,0,0,0,0,0.045,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,18,482.63299,344.73785,8
485,Solutionised + Cold Worked + Naturally aged,0,0.93295,0,0,0,0,0,0.0005,0.0425,0,0,0.0012,0,0,0.014,0.00575,0,0,0,0.0006,0,0.001,0,0.0015,0,24,434,306,8
486,Solutionised + Cold Worked + Naturally aged,0,0.93295,0,0,0,0,0,0.0005,0.0425,0,0,0.0012,0,0,0.014,0.00575,0,0,0,0.0006,0,0.001,0,0.0015,0,24,434,306,8
487,Solutionised + Cold Worked + Naturally aged,0,0.93295,0,0,0,0,0,0.0005,0.0425,0,0,0.0012,0,0,0.014,0.00575,0,0,0,0.0006,0,0.001,0,0.0015,0,24,434,306,8
488,Solutionised + Cold Worked + Naturally aged,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,11.5,434.5,310,8
489,Solutionised + Cold Worked + Naturally aged,0,0.926,0,0,0,0,0,0,0.042,0,0,0.005,0,0,0.016,0.006,0,0,0,0.005,0,0,0,0,0,18,460,340,8
490,Solutionised + Cold Worked + Naturally aged,0,0.926,0,0,0,0,0,0,0.042,0,0,0.005,0,0,0.016,0.006,0,0,0,0.005,0,0,0,0,0,18,460,340,8
491,Solutionised + Cold Worked + Naturally aged,0,0.92155,0,0,0,0,0,0.001,0.0435,0,0,0.005,0,0,0.015,0.00645,0,0,0,0.005,0,0,0,0.0025,0,18,485,345,8
492,Solutionised + Cold Worked + Naturally aged,0,0.92155,0,0,0,0,0,0.001,0.0435,0,0,0.005,0,0,0.015,0.00645,0,0,0,0.005,0,0,0,0.0025,0,18,485,345,8
493,Solutionised + Cold Worked + Naturally aged,0,0.9334,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0.0006,0,0,0,17,360,250,8
494,Solutionised + Cold Worked + Naturally aged,0,0.9315,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.001,0,0.0015,17,372.316878,248.211252,8
495,Solutionised + Cold Worked + Naturally aged,0,0.98075,0,0,0,0,0,0.001,0.001,0,0,0.0035,0,0,0.00675,0.001,0,0,0,0.004,0,0.001,0,0.001,0,8,205,,8
496,Solutionised + Cold Worked + Naturally aged,0,0.98075,0,0,0,0,0,0.001,0.001,0,0,0.0035,0,0,0.00675,0.001,0,0,0,0.004,0,0.001,0,0.001,0,20,260,,8
497,Solutionised + Cold Worked + Naturally aged,0,0.9508,0,0,0,0,0,0,0.013,0,0,0.002,0,0.025,0.007,0,0,0,0,0.001,0,0,0,0,0.0012,17,352,226,8
498,Solutionised + Cold Worked + Naturally aged,0,0.9508,0,0,0,0,0,0,0.013,0,0,0.002,0,0.025,0.007,0,0,0,0,0.001,0,0,0,0,0.0012,24,486,256,8
499,Solutionised + Cold Worked + Naturally aged,0,0.9428,0,0,0,0,0,0,0.019,0,0,0.001,0,0.026,0.009,0,0,0,0,0.001,0,0,0,0,0.0012,11,417,309,8
500,Solutionised + Cold Worked + Naturally aged,0,0.9428,0,0,0,0,0,0,0.019,0,0,0.001,0,0.026,0.009,0,0,0,0,0.001,0,0,0,0,0.0012,14,572,382,8
501,Solutionised + Cold Worked + Naturally aged,0,0.935,0,0,0,0,0,0,0.044,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,20,472,325,8
502,Solutionised + Cold Worked + Naturally aged,0,0.93410717,0,0,0,0,0,0.000500325,0.041026667,0,0,0.000750488,0,0,0.015009756,0.006003903,0,0,0,0.00060039,0,0.000750488,0,0.001250813,0,16.5,496.5,362.5,8
503,Solutionised + Cold Worked + Naturally aged,0,0.934,0,0,0,0,0,0,0.045,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,20,468.843476,324.053579,8
504,Solutionised + Cold Worked + Naturally aged,0,0.934,0,0,0,0,0,0,0.0215,0,0,0.003,0,0.02,0.015,0,0,0,0,0.002,0,0.001,0,0.0025,0.001,10,451,369,8
505,Solutionised + Cold Worked + Naturally aged,0,0.934,0,0,0,0,0,0,0.0215,0,0,0.003,0,0.02,0.015,0,0,0,0,0.002,0,0.001,0,0.0025,0.001,16,596,442,8
506,Solutionised + Cold Worked + Naturally aged,0,0.9334,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0.0006,0,0,0,17,360,250,8
507,Solutionised + Cold Worked + Naturally aged,0,0.9315,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.001,0,0.0015,17,372.316878,248.211252,8
508,Solutionised + Cold Worked + Naturally aged,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,8,396.5,296.5,8
509,Solutionised + Cold Worked + Naturally aged,0,0.9225,0,0,0,0,0,0.001,0.044,0,0,0.005,0,0,0.015,0.006,0,0,0,0.005,0,0.0015,0,0,0,21,428,324,8
510,Solutionised + Cold Worked + Naturally aged,0,0.9225,0,0,0,0,0,0.001,0.044,0,0,0.005,0,0,0.015,0.006,0,0,0,0.005,0,0.0015,0,0,0,21,428,324,8
511,Solutionised + Cold Worked + Naturally aged,0,0.9225,0,0,0,0,0,0.001,0.044,0,0,0.005,0,0,0.015,0.006,0,0,0,0.005,0,0.0015,0,0,0,21,428,324,8
512,Solutionised + Cold Worked + Naturally aged,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,10,434.5,310,8
513,Solutionised + Cold Worked + Naturally aged,0,0.939032936,0,0,0,0,0,0,0.039543498,0,0,0.000350385,0,0,0.013014316,0.005506057,0,0,0,0.000250275,0,0.00030033,0,0.000500551,0.001501652,13.805,478.5,344.5,8
514,Solutionised + Cold Worked + Naturally aged,0,0.9377,0,0,0,0,0,0,0.0395,0,0,0.0007,0,0,0.013,0.0055,0,0,0,0.0005,0,0.0006,0,0.001,0.0015,11,496,365,8
515,Solutionised + Cold Worked + Naturally aged,0,0.9377,0,0,0,0,0,0,0.0395,0,0,0.0007,0,0,0.013,0.0055,0,0,0,0.0005,0,0.0006,0,0.001,0.0015,11,496,365,8
516,Solutionised + Cold Worked + Naturally aged,0,0.9377,0,0,0,0,0,0,0.0395,0,0,0.0007,0,0,0.013,0.0055,0,0,0,0.0005,0,0.0006,0,0.001,0.0015,11,496,365,8
517,Solutionised + Cold Worked + Naturally aged,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,10,434.5,310,8
518,Solutionised + Cold Worked + Naturally aged,0,0.934,0,0,0,0,0,0,0.045,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,13,496.422504,393.001149,8
519,Solutionised + Cold Worked + Naturally aged,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,10.8,501,378,8
520,Solutionised + Cold Worked + Naturally aged,0,0.935,0,0,0,0,0,0,0.044,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,13,495,395,8
521,Solutionised + Cold Worked + Naturally aged,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,9,448.5,355,8
522,Solutionised + Cold Worked + Naturally aged,0,0.9334,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0.0006,0,0,0,11,395,215,8
523,Solutionised + Cold Worked + Naturally aged,0,0.9315,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.001,0,0.0015,11,393.001149,317.158822,8
524,Solutionised + Cold Worked + Naturally aged,0,0.9353,0,0,0,0,0,0,0.041,0,0,0.0015,0,0,0.015,0.006,0,0,0,0.0012,0,0,0,0,0,10,476,345,8
525,Solutionised + Cold Worked + Naturally aged,0,0.9353,0,0,0,0,0,0,0.041,0,0,0.0015,0,0,0.015,0.006,0,0,0,0.0012,0,0,0,0,0,10,476,345,8
526,Solutionised + Cold Worked + Naturally aged,0,0.9353,0,0,0,0,0,0,0.041,0,0,0.0015,0,0,0.015,0.006,0,0,0,0.0012,0,0,0,0,0,10,476,345,8
527,Solutionised + Cold Worked + Naturally aged,0,0.9308,0,0,0,0,0,0.001,0.041,0,0,0.0012,0,0,0.015,0.006,0,0,0,0.001,0,0.0015,0,0.0025,0,8,475,370,8
528,Solutionised + Cold Worked + Naturally aged,0,0.9308,0,0,0,0,0,0.001,0.041,0,0,0.0012,0,0,0.015,0.006,0,0,0,0.001,0,0.0015,0,0.0025,0,8,475,370,8
529,Solutionised + Cold Worked + Naturally aged,0,0.9308,0,0,0,0,0,0.001,0.041,0,0,0.0012,0,0,0.015,0.006,0,0,0,0.001,0,0.0015,0,0.0025,0,8,475,370,8
530,Solutionised + Naturally aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,22,172.368925,89.631841,6
531,Solutionised + Naturally aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,22,172.368925,89.631841,6
532,Solutionised + Naturally aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,22,170,90,6
533,Solutionised + Naturally aged,0,0.986993497,0,0,0,0,0,0,0.0010005,0,0,0.000750375,0,0,0.006753377,0.000250125,0,0,0,0.004002001,0,0,0,0.000250125,0,19.5,135.5,81.25,6
534,Solutionised + Naturally aged,0,0.986232791,0,0,0,0,0,0.000250313,0.000500626,0,0,0.002002503,0,0,0.004755945,0.000500626,0,0,0,0.004505632,0,0.000500626,0,0.000750939,0,18.3,141,65,6
535,Solutionised + Naturally aged,0,0.984992496,0,0,0,0,0,0.00050025,0.00050025,0,0,0.001750875,0,0,0.006753377,0.00050025,0,0,0,0.004002001,0,0.00050025,0,0.00050025,0,19.5,141,75.8,6
536,Solutionised + Naturally aged,0,0.98342,0,0,0,0,0,0.00028,0.0012,0,0,0.0021,0,0,0.0054,0.0015,0,0,0,0.006,0,0,0,0.0001,0,17,120,60,6
537,Solutionised + Naturally aged,0,0.98342,0,0,0,0,0,0.00028,0.0012,0,0,0.0021,0,0,0.0054,0.0015,0,0,0,0.006,0,0,0,0.0001,0,21,155,65,6
538,Solutionised + Naturally aged,0,0.98075,0,0,0,0,0,0.001,0.001,0,0,0.0035,0,0,0.00675,0.001,0,0,0,0.004,0,0.001,0,0.001,0,22,170,,6
539,Solutionised + Naturally aged,0,0.9795,0,0,0,0,0,0.002,0.0025,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,22,241.316495,144.789897,6
540,Solutionised + Naturally aged,0,0.9792,0,0,0,0,0,0.002,0.0028,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,22,240,145,6
541,Solutionised + Naturally aged,0,0.978734051,0,0,0,0,0,0.001501126,0.001501126,0,0,0.001751313,0,0,0.005504128,0.002501876,0,0,0,0.007005254,0,0.000500375,0,0.001000751,0,16.25,210.5,110.5,6
542,Solutionised + Naturally aged,0,0.978,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0.01,0,0,0,0,0,20,250,150,6
543,Solutionised + Naturally aged,0,0.978,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0.01,0,0,0,0,0,20,289.579794,186.158439,6
544,Solutionised + Naturally aged,0,0.977782226,0,0,0,0,0,0.0005004,0.00060048,0,0,0.001251001,0,0,0.005754604,0.00060048,0,0,0,0.011509207,0,0.0007506,0,0.001251001,0,26.7,240,142,6
545,Solutionised + Naturally aged,0,0.976488244,0,0,0,0,0,0.00050025,0.0010005,0,0,0.002501251,0,0,0.004252126,0.0010005,0,0,0,0.012506253,0,0.000750375,0,0.0010005,0,18.3,141,70.4,6
546,Solutionised + Naturally aged,0,0.974731048,0,0,0,0,0,0.000500375,0.009006755,0,0,0.002001501,0,0,0.003752815,0.001501126,0,0,0,0.006504879,0,0.000500375,0.000250188,0.001250938,0,28,250.5,124.5,6
547,Solutionised + Naturally aged,0,0.973229922,0,0,0,0,0,0.000750563,0.010007506,0,0,0.002501876,0,0,0.007005254,0.002501876,0,0,0,0.002501876,0,0,0,0.001501126,0,25,240,130.5,6
548,Solutionised + Naturally aged,0,0.973021673,0,0,0,0,0,0.00195205,0.002752891,0,0,0.003503679,0,0,0.010010511,0.000750788,0,0,0,0.006006307,0,0.000750788,0,0.001251314,0,19.5,223,100.3,6
549,Solutionised + Naturally aged,0,0.972472472,0,0,0,0,0,0.000500501,0.003753754,0,0,0.002502503,0,0,0.006006006,0.005005005,0,0,0,0.008008008,0,0.000500501,0,0.001251251,0,24.6,229.5,126,6
550,Solutionised + Naturally aged,0,0.972,0,0,0,0,0,0,0.025,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,27,296.474551,165.474168,6
551,Solutionised + Naturally aged,0,0.9705,0,0,0,0,0,0,0.026,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0,,295,165,6
552,Solutionised + Naturally aged,0,0.97047047,0,0,0,0,0,0.000500501,0.007007007,0,0,0.002002002,0,0,0.007507508,0.002752753,0,0,0,0.008508509,0,0.000500501,0,0.000750751,0,26.75,280,154.5,6
553,Solutionised + Naturally aged,0,0.9692,0,0,0,0,0,0.0014,0.0008,0,0,0.0033,0,0,0.0078,0.005,0,0,0,0.012,0,0,0,0.0005,0,25,130,60,6
554,Solutionised + Naturally aged,0,0.9692,0,0,0,0,0,0.0014,0.0008,0,0,0.0033,0,0,0.0078,0.005,0,0,0,0.012,0,0,0,0.0005,0,25,170,72,6
555,Solutionised + Naturally aged,0,0.968468468,0,0,0,0,0,0.000500501,0.003753754,0,0,0.002502503,0,0,0.008008008,0.005005005,0,0,0,0.01001001,0,0.000500501,0,0.001251251,0,23.65,293,177,6
556,Solutionised + Naturally aged,0,0.96822617,0,0,0,0,0,0.001250938,0.000500375,0,0,0.002501876,0,0,0.009006755,0.007005254,0,0,0,0.010007506,0,0.000500375,0,0.001000751,0,18.3,206,124.5,6
557,Solutionised + Naturally aged,0,0.968,0,0,0,0,0,0,0,0,0,0.0006,0,0.0278,0,0.0032,0,0,0,0.0004,0,0,0,0,0,10,359,228,6
558,Solutionised + Naturally aged,0,0.968,0,0,0,0,0,0,0,0,0,0.0006,0,0.0278,0,0.0032,0,0,0,0.0004,0,0,0,0,0,10,359,228,6
559,Solutionised + Naturally aged,0,0.967,0,0,0,0,0,0,0.026,0,0,0,0,0,0.0045,0.0025,0,0,0,0,0,0,0,0,0,24,340,195,6
560,Solutionised + Naturally aged,0,0.96675,0,0,0,0,0,0.001,0.007,0,0,0.004,0,0,0.0075,0.00275,0,0,0,0.0085,0,0.001,0,0.0015,0,22.7,291.9,164.3,6
561,Solutionised + Naturally aged,0,0.96675,0,0,0,0,0,0.001,0.007,0,0,0.004,0,0,0.0075,0.00275,0,0,0,0.0085,0,0.001,0,0.0015,0,22.7,294.8,170.3,6
562,Solutionised + Naturally aged,0,0.96675,0,0,0,0,0,0.001,0.007,0,0,0.004,0,0,0.0075,0.00275,0,0,0,0.0085,0,0.001,0,0.0015,0,23,289,163.2,6
563,Solutionised + Naturally aged,0,0.95947974,0,0,0,0,0,0.00050025,0.026013007,0,0,0.002501251,0,0,0.004502251,0.002501251,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,24,340,194.5,6
564,Solutionised + Naturally aged,0,0.958,0,0,0,0,0,0,0.009,0,0,0,0,0,0.011,0.009,0,0,0,0.013,0,0,0,0,0,18,358.527364,206.84271,6
565,Solutionised + Naturally aged,0,0.957,0,0,0,0,0,0,0.01,0,0,0,0,0,0.011,0.008,0,0,0,0.014,0,0,0,0,0,,360,205,6
566,Solutionised + Naturally aged,0,0.952,0,0,0,0,0,0.001,0.026,0,0,0.005,0,0,0.0045,0.0025,0,0,0,0.005,0,0.0015,0,0.0025,0,24,340,,6
567,Solutionised + Naturally aged,0,0.95,0,0,0,0,0,0,0.04,0,0,0,0,0,0.005,0.005,0,0,0,0,0,0,0,0,0,22,427.474934,275.79028,6
568,Solutionised + Naturally aged,0,0.9483,0,0,0,0,0,0.0411,0,0,0,0.0104,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,20.1,309.8,260,6
569,Solutionised + Naturally aged,0,0.9483,0,0,0,0,0,0.0411,0,0,0,0.0104,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,20.1,309.8,260,6
570,Solutionised + Naturally aged,0,0.942,0,0,0,0,0,0,0.04,0,0,0,0,0,0.006,0.007,0,0,0,0.005,0,0,0,0,0,,425,275,6
571,Solutionised + Naturally aged,0,0.937015358,0,0,0,0,0,0,0.023012657,0,0,0.011006053,0,0,0.01550853,0,0.010505778,0,0,0.001750963,0,0.000700385,0,0.000500275,0,14.05,330.5,280,6
572,Solutionised + Naturally aged,0,0.935967984,0,0,0,0,0,0.00050025,0.04002001,0,0,0.003501751,0,0,0.006003002,0.007003502,0,0,0,0.005002501,0,0.000750375,0,0.001250625,0,12.95,399,232.5,6
573,Solutionised + Naturally aged,0,0.935,0,0,0,0,0,0,0.044,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,20,472,325,6
574,Solutionised + Naturally aged,0,0.935,0,0,0,0,0,0,0.044,0,0,0,0,0,0.005,0.008,0,0,0,0.008,0,0,0,0,0,,425,290,6
575,Solutionised + Naturally aged,0.0037,0.9344,0,0,0,0,0,0,0.045,0,0,0.0003,0,0.0116,0.0036,0,0,0,0,0.0001,0,0,0,0,0.0013,15.5,585,438,6
576,Solutionised + Naturally aged,0.0037,0.9344,0,0,0,0,0,0,0.045,0,0,0.0003,0,0.0116,0.0036,0,0,0,0,0.0001,0,0,0,0,0.0013,15.5,585,438,6
577,Solutionised + Naturally aged,0,0.934,0,0,0,0,0,0,0.044,0,0,0,0,0,0.005,0.008,0,0,0,0.009,0,0,0,0,0,20,427.474934,289.579794,6
578,Solutionised + Naturally aged,0,0.934,0,0,0,0,0,0,0.045,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,20,468.843476,324.053579,6
579,Solutionised + Naturally aged,0,0.9323,0,0,0,0,0,0.0001,0.0399,0,0,0.0012,0,0.0234,0.0002,0.0001,0.0001,0,0,0,0,0.0001,0,0.0005,0.0021,7.41,516.16,456.79,6
580,Solutionised + Naturally aged,0,0.9323,0,0,0,0,0,0.0001,0.0399,0,0,0.0012,0,0.0234,0.0002,0.0001,0.0001,0,0,0,0,0.0001,0,0.0005,0.0021,7.41,516.16,456.79,6
581,Solutionised + Naturally aged,0,0.932,0,0,0,0,0,0.0014,0,0,0,0.0012,0,0,0.0104,0.0022,0,0,0,0.0009,0,0,0,0.0507,0.0012,17,378.95,330.72,6
582,Solutionised + Naturally aged,0,0.932,0,0,0,0,0,0.0014,0,0,0,0.0012,0,0,0.0104,0.0022,0,0,0,0.0009,0,0,0,0.0507,0.0012,17,378.95,330.72,6
583,Solutionised + Naturally aged,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,13,402,289,6
584,Solutionised + Naturally aged,0,0.927927928,0,0,0,0,0,0.000500501,0.044544545,0,0,0.003503504,0,0,0.005005005,0.008008008,0,0,0,0.008508509,0,0.000750751,0,0.001251251,0,12,395,270,6
585,Solutionised + Naturally aged,0,0.926,0,0,0,0,0,0,0.001,0,0,0.002,0,0,0.025,0.002,0,0,0,0.001,0,0,0,0.043,0,15,460,400,6
586,Solutionised + Naturally aged,0,0.926,0,0,0,0,0,0,0.001,0,0,0.002,0,0,0.025,0.002,0,0,0,0.001,0,0,0,0.043,0,15,460,400,6
587,Solutionised + Naturally aged,0,0.9251,0,0,0,0,0,0.0014,0,0,0,0.0014,0,0,0.0278,0.0023,0,0,0,0.0009,0,0,0,0.0401,0.001,15.4,437.52,378.95,6
588,Solutionised + Naturally aged,0,0.9251,0,0,0,0,0,0.0014,0,0,0,0.0014,0,0,0.0278,0.0023,0,0,0,0.0009,0,0,0,0.0401,0.001,15.4,437.52,378.95,6
589,Solutionised + Naturally aged,0,0.9248,0,0,0,0,0,0,0.0442,0,0,0.0053,0,0,0.0136,0.0071,0,0,0,0.005,0,0,0,0,0,10.5,390,250,6
590,Solutionised + Naturally aged,0,0.9248,0,0,0,0,0,0,0.0442,0,0,0.0053,0,0,0.0136,0.0071,0,0,0,0.005,0,0,0,0,0,10.5,390,250,6
591,Solutionised + Naturally aged,0,0.9083,0,0,0,0,0,0,0.0409,0,0,0.0058,0,0.0186,0.014,0.0075,0,0,0,0.0049,0,0,0,0,0,5,360,240,6
592,Solutionised + Naturally aged,0,0.9083,0,0,0,0,0,0,0.0409,0,0,0.0058,0,0.0186,0.014,0.0075,0,0,0,0.0049,0,0,0,0,0,5,360,240,6
593,Solutionised + Naturally aged,0,0.9006,0,0,0,0,0,0.0019,0.0153,0,0,0.0008,0,0,0.0224,0.0006,0,0,0,0.0002,0,0.0002,0,0.058,0,20,569.1,461.5,6
594,Solutionised + Naturally aged,0,0.893,0,0,0,0,0,0,0.0416,0,0,0.0046,0,0.0382,0.0128,0.0048,0,0,0,0.005,0,0,0,0,0,4,335,245,6
595,Solutionised + Naturally aged,0,0.893,0,0,0,0,0,0,0.0416,0,0,0.0046,0,0.0382,0.0128,0.0048,0,0,0,0.005,0,0,0,0,0,4,335,245,6
596,Solutionised + Naturally aged,0,0.973229922,0,0,0,0,0,0.000750563,0.010007506,0,0,0.002501876,0,0,0.007005254,0.002501876,0,0,0,0.002501876,0,0,0,0.001501126,0,25,240,130.5,6
597,Solutionised + Naturally aged,0,0.97047047,0,0,0,0,0,0.000500501,0.007007007,0,0,0.002002002,0,0,0.007507508,0.002752753,0,0,0,0.008508509,0,0.000500501,0,0.000750751,0,26.05,270.5,150.5,6
598,Solutionised + Naturally aged,0,0.973021673,0,0,0,0,0,0.00195205,0.002752891,0,0,0.003503679,0,0,0.010010511,0.000750788,0,0,0,0.006006307,0,0.000750788,0,0.001251314,0,19.5,223,100.3,6
599,Solutionised + Naturally aged,0,0.935967984,0,0,0,0,0,0.00050025,0.04002001,0,0,0.003501751,0,0,0.006003002,0.007003502,0,0,0,0.005002501,0,0.000750375,0,0.001250625,0,12.95,400,232.5,6
600,Solutionised + Naturally aged,0,0.9334,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0.0006,0,0,0,20,360,185,6
601,Solutionised + Naturally aged,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,9.5,348,231,6
602,Solutionised + Naturally aged,0,0.977782226,0,0,0,0,0,0.0005004,0.00060048,0,0,0.001251001,0,0,0.005754604,0.00060048,0,0,0,0.011509207,0,0.0007506,0,0.001251001,0,27.5,250.5,133,6
